report_id,title,description,area,time_of_day,population_density,distance_to_school_km,complaint_age_hours,nearby_open_reports,brightness,edge_density,red_ratio,brown_ratio,green_ratio,blue_ratio,issue_type,severity_score,priority,recommended_team
CP-01601,No Lighting near Jayanagar,no lighting reported at Jayanagar during afternoon. traffic jam dangerous needs attention from city staff.,Jayanagar,afternoon,0.85,1.81,25,6,39.99,0.895,0.187,0.51,0.263,0.463,Broken Light,93,P1 Emergency,Electrical team
CP-01602,Trash near Jayanagar,trash reported at Jayanagar during morning. children needs attention from city staff.,Jayanagar,morning,0.64,2.13,75,3,31.32,0.148,0.137,0.385,0.356,0.075,Garbage,74,P2 High,Waste collection crew
CP-01603,Street Light near Richmond Road,street light reported at Richmond Road during night.  needs attention from city staff.,Richmond Road,night,0.61,0.07,72,8,32.77,0.838,0.172,0.435,0.343,0.559,Broken Light,100,P1 Emergency,Night safety crew
CP-01604,Water Leak near Jayanagar,water leak reported at Jayanagar during afternoon. elderly school needs attention from city staff.,Jayanagar,afternoon,0.66,0.09,42,9,77.34,0.593,0.236,0.368,0.412,0.431,Water Leak,100,P1 Emergency,Drainage crew
CP-01605,Dumped Bags near Koramangala,dumped bags reported at Koramangala during morning. traffic jam urgent night needs attention from city staff.,Koramangala,morning,0.51,0.38,53,3,125.51,0.378,0.26,0.464,0.444,0.038,Garbage,86,P1 Emergency,Sanitation team
CP-01606,Drain Water near Whitefield,drain water reported at Whitefield during morning. night needs attention from city staff.,Whitefield,morning,0.96,1.21,4,4,30.38,0.279,0.251,0.591,0.095,0.547,Water Leak,90,P1 Emergency,Drainage crew
CP-01607,Water Filled Hole near Jayanagar,water filled hole reported at Jayanagar during morning. traffic jam school dangerous night needs attention from city staff.,Jayanagar,morning,0.35,0.33,9,8,150.56,0.775,0.173,0.558,0.521,0.229,Pothole,100,P1 Emergency,Roads team
CP-01608,Damaged Lane near Indiranagar,damaged lane reported at Indiranagar during evening.  needs attention from city staff.,Indiranagar,evening,0.96,1.51,64,3,31.25,0.694,0.24,0.358,0.545,0.092,Pothole,91,P1 Emergency,Roads team
CP-01609,3D Artwork upload,3d artwork image captured at Jayanagar during evening. Non-civic content without a public infrastructure problem.,Jayanagar,evening,0.75,2.89,5,0,70.66,0.124,0.196,0.018,0.024,0.083,Unsupported,21,P4 Low,Manual review
CP-01610,Porsche upload,porsche image captured at Richmond Road during night. Non-civic content without a public infrastructure problem.,Richmond Road,night,0.65,2.21,4,2,84.11,0.259,0.236,0.014,0.049,0.127,Unsupported,20,P4 Low,Manual review
CP-01611,Sports Car upload,sports car image captured at MG Road during evening. Non-civic content without a public infrastructure problem.,MG Road,evening,0.88,3.72,4,2,75.31,0.141,0.497,0.139,0.22,0.232,Unsupported,23,P4 Low,Manual review
CP-01612,Sewage Overflow near MG Road,sewage overflow reported at MG Road during night.  needs attention from city staff.,MG Road,night,0.85,0.31,67,9,162.6,0.55,0.176,0.333,0.313,0.563,Water Leak,94,P1 Emergency,Drainage crew
CP-01613,Pothole near Richmond Road,pothole reported at Richmond Road during afternoon. children needs attention from city staff.,Richmond Road,afternoon,0.84,2.14,11,8,175.35,0.421,0.144,0.574,0.105,0.209,Pothole,89,P1 Emergency,Emergency roads crew
CP-01614,Road Blocked near Jayanagar,road blocked reported at Jayanagar during night. main road needs attention from city staff.,Jayanagar,night,0.87,0.82,15,8,108.88,0.656,0.155,0.634,0.368,0.55,Road Block,100,P1 Emergency,Traffic response team
CP-01615,Road Crack near Jayanagar,road crack reported at Jayanagar during evening. children needs attention from city staff.,Jayanagar,evening,0.71,3.18,14,8,122.01,0.505,0.128,0.494,0.212,0.21,Pothole,90,P1 Emergency,Roads team
CP-01616,Fallen Tree near Richmond Road,fallen tree reported at Richmond Road during evening. urgent needs attention from city staff.,Richmond Road,evening,0.89,3.14,2,2,176.34,0.701,0.271,0.067,0.208,0.332,Road Block,89,P1 Emergency,Traffic response team
CP-01617,Hero Render upload,hero render image captured at Koramangala during evening. Non-civic content without a public infrastructure problem.,Koramangala,evening,0.79,3.09,10,0,128.25,0.272,0.362,0.09,0.213,0.285,Unsupported,26,P4 Low,Manual review
CP-01618,Vehicle Render upload,vehicle render image captured at MG Road during morning. Non-civic content without a public infrastructure problem.,MG Road,morning,0.59,3.59,12,0,74.35,0.257,0.256,0.078,0.154,0.143,Unsupported,20,P4 Low,Manual review
CP-01619,Water Filled Hole near MG Road,water filled hole reported at MG Road during night. accident risk elderly traffic jam children needs attention from city staff.,MG Road,night,0.44,0.99,56,2,143.13,0.445,0.267,0.545,0.389,0.403,Pothole,100,P1 Emergency,Roads team
CP-01620,Sewage Overflow near Koramangala,sewage overflow reported at Koramangala during morning. traffic jam main road dangerous needs attention from city staff.,Koramangala,morning,0.77,2.33,29,0,94.17,0.193,0.24,0.435,0.43,0.638,Water Leak,84,P1 Emergency,Drainage crew
CP-01621,Water Filled Hole near Indiranagar,water filled hole reported at Indiranagar during morning. urgent accident risk elderly needs attention from city staff.,Indiranagar,morning,0.85,1.58,77,8,169.36,0.69,0.095,0.483,0.105,0.338,Pothole,100,P1 Emergency,Roads team
CP-01622,Digital Render upload,digital render image captured at Jayanagar during afternoon. Non-civic content without a public infrastructure problem.,Jayanagar,afternoon,0.44,2.51,12,0,153.94,0.187,0.205,0.052,0.061,0.253,Unsupported,20,P4 Low,Manual review
CP-01623,Broken Lamp near Jayanagar,broken lamp reported at Jayanagar during afternoon.  needs attention from city staff.,Jayanagar,afternoon,0.53,1.14,84,2,65.05,0.141,0.114,0.089,0.055,0.422,Broken Light,56,P3 Normal,Electrical team
CP-01624,Vehicle Render upload,vehicle render image captured at MG Road during night. Non-civic content without a public infrastructure problem.,MG Road,night,0.74,3.14,9,1,150.18,0.361,0.373,0.178,0.061,0.251,Unsupported,22,P4 Low,Manual review
CP-01625,Water Filled Hole near Jayanagar,water filled hole reported at Jayanagar during evening. dangerous night children needs attention from city staff.,Jayanagar,evening,0.45,0.54,90,1,105.43,0.934,0.112,0.499,0.424,0.698,Pothole,100,P1 Emergency,Roads team
CP-01626,Construction Debris near MG Road,construction debris reported at MG Road during evening. main road needs attention from city staff.,MG Road,evening,0.98,0.68,25,2,51.18,0.546,0.178,0.54,0.291,0.492,Road Block,100,P1 Emergency,Emergency clearing crew
CP-01627,Overflowing Bin near MG Road,overflowing bin reported at MG Road during evening. urgent night needs attention from city staff.,MG Road,evening,0.28,1.76,86,8,34.08,0.656,0.253,0.537,0.595,0.265,Garbage,100,P1 Emergency,Sanitation team
CP-01628,Electric Pole near Richmond Road,electric pole reported at Richmond Road during evening. children main road needs attention from city staff.,Richmond Road,evening,0.46,3.19,73,6,8.54,0.573,0.038,0.289,0.448,0.053,Broken Light,94,P1 Emergency,Electrical team
CP-01629,Construction Debris near Koramangala,construction debris reported at Koramangala during afternoon. children needs attention from city staff.,Koramangala,afternoon,0.62,2.1,72,5,164.51,0.807,0.193,0.259,0.329,0.115,Road Block,89,P1 Emergency,Emergency clearing crew
CP-01630,Illustration upload,illustration image captured at Koramangala during afternoon. Non-civic content without a public infrastructure problem.,Koramangala,afternoon,0.7,2.75,2,2,89.08,0.314,0.194,0.106,0.093,0.078,Unsupported,19,P4 Low,Manual review
CP-01631,Crater near MG Road,crater reported at MG Road during evening. night needs attention from city staff.,MG Road,evening,0.43,2.24,66,8,61.39,0.45,0.069,0.464,0.209,0.486,Pothole,100,P1 Emergency,Emergency roads crew
CP-01632,Broken Lamp near Ulsoor,broken lamp reported at Ulsoor during evening. accident risk needs attention from city staff.,Ulsoor,evening,0.88,2.58,15,2,48.84,0.242,0.057,0.467,0.173,0.515,Broken Light,63,P2 High,Electrical team
CP-01633,Dumped Bags near Indiranagar,dumped bags reported at Indiranagar during afternoon. accident risk urgent dangerous needs attention from city staff.,Indiranagar,afternoon,0.55,2.35,17,7,81.99,0.468,0.26,0.19,0.671,0.473,Garbage,90,P1 Emergency,Waste collection crew
CP-01634,No Lighting near Indiranagar,no lighting reported at Indiranagar during night.  needs attention from city staff.,Indiranagar,night,0.42,0.32,16,0,10.35,0.868,0.207,0.527,0.302,0.43,Broken Light,77,P2 High,Night safety crew
CP-01635,Electric Pole near Richmond Road,electric pole reported at Richmond Road during night. school main road needs attention from city staff.,Richmond Road,night,0.61,0.99,27,9,36.32,0.667,0.084,0.494,0.455,0.696,Broken Light,100,P1 Emergency,Electrical team
CP-01636,Road Blocked near MG Road,road blocked reported at MG Road during morning. elderly school urgent children needs attention from city staff.,MG Road,morning,0.35,0.05,57,2,30.83,0.243,0.187,0.178,0.548,0.375,Road Block,100,P1 Emergency,Emergency clearing crew
CP-01637,Broken Lamp near MG Road,broken lamp reported at MG Road during evening. children needs attention from city staff.,MG Road,evening,0.61,0.43,4,5,58.21,0.551,0.17,0.061,0.26,0.041,Broken Light,91,P1 Emergency,Electrical team
CP-01638,Trash near Jayanagar,trash reported at Jayanagar during morning. children main road elderly needs attention from city staff.,Jayanagar,morning,0.99,2.16,25,4,170.61,0.703,0.159,0.053,0.556,0.129,Garbage,94,P1 Emergency,Waste collection crew
CP-01639,Water Filled Hole near MG Road,water filled hole reported at MG Road during morning. elderly urgent needs attention from city staff.,MG Road,morning,0.6,0.65,72,7,33.66,0.535,0.218,0.513,0.468,0.683,Pothole,100,P1 Emergency,Emergency roads crew
CP-01640,Pothole near Indiranagar,pothole reported at Indiranagar during evening.  needs attention from city staff.,Indiranagar,evening,0.86,3.18,80,8,135.45,0.408,0.059,0.429,0.438,0.04,Pothole,100,P1 Emergency,Roads team
CP-01641,Pothole near Koramangala,pothole reported at Koramangala during afternoon. accident risk dangerous traffic jam needs attention from city staff.,Koramangala,afternoon,0.97,2.58,16,3,169.24,0.667,0.158,0.679,0.282,0.258,Pothole,94,P1 Emergency,Emergency roads crew
CP-01642,Pothole near Koramangala,pothole reported at Koramangala during evening. dangerous accident risk needs attention from city staff.,Koramangala,evening,0.71,3.19,23,3,82.53,0.697,0.199,0.509,0.114,0.312,Pothole,88,P1 Emergency,Roads team
CP-01643,Catalog Photo upload,catalog photo image captured at Indiranagar during evening. Non-civic content without a public infrastructure problem.,Indiranagar,evening,0.82,2.7,12,1,129.55,0.381,0.269,0.108,0.07,0.159,Unsupported,26,P4 Low,Manual review
CP-01644,Construction Debris near Ulsoor,construction debris reported at Ulsoor during night. elderly night needs attention from city staff.,Ulsoor,night,0.45,0.31,12,0,83.25,0.761,0.139,0.424,0.539,0.217,Road Block,87,P1 Emergency,Emergency clearing crew
CP-01645,Vehicle Obstruction near Indiranagar,vehicle obstruction reported at Indiranagar during night. night needs attention from city staff.,Indiranagar,night,0.29,3.39,36,9,54.04,0.789,0.138,0.188,0.378,0.426,Road Block,100,P1 Emergency,Emergency clearing crew
CP-01646,Flooding near MG Road,flooding reported at MG Road during morning. accident risk children needs attention from city staff.,MG Road,morning,0.61,2.08,50,5,30.92,0.508,0.142,0.268,0.327,0.773,Water Leak,100,P1 Emergency,Water works team
CP-01647,Waste Pile near Indiranagar,waste pile reported at Indiranagar during night. school children needs attention from city staff.,Indiranagar,night,0.34,1.31,62,2,178.24,0.21,0.092,0.037,0.482,0.331,Garbage,73,P2 High,Sanitation team
CP-01648,Overflowing Bin near Jayanagar,overflowing bin reported at Jayanagar during night. school night needs attention from city staff.,Jayanagar,night,0.26,2.05,93,0,160.07,0.36,0.153,0.359,0.559,0.432,Garbage,67,P2 High,Sanitation team
CP-01649,Electric Pole near Indiranagar,electric pole reported at Indiranagar during evening.  needs attention from city staff.,Indiranagar,evening,0.74,0.48,66,5,61.68,0.866,0.097,0.581,0.339,0.604,Broken Light,91,P1 Emergency,Electrical team
CP-01650,Road Crack near Richmond Road,road crack reported at Richmond Road during night. urgent needs attention from city staff.,Richmond Road,night,0.32,1.01,31,3,159.5,0.946,0.043,0.66,0.333,0.516,Pothole,95,P1 Emergency,Emergency roads crew
CP-01651,Blocked Lane near Indiranagar,blocked lane reported at Indiranagar during night. elderly needs attention from city staff.,Indiranagar,night,0.58,3.07,46,7,133.26,0.752,0.238,0.486,0.155,0.275,Road Block,100,P1 Emergency,Emergency clearing crew
CP-01652,Hero Render upload,hero render image captured at Jayanagar during night. Non-civic content without a public infrastructure problem.,Jayanagar,night,0.48,3.23,3,0,114.06,0.303,0.364,0.13,0.154,0.088,Unsupported,23,P4 Low,Manual review
CP-01653,Road Blocked near Ulsoor,road blocked reported at Ulsoor during morning. school dangerous main road needs attention from city staff.,Ulsoor,morning,0.6,2.89,28,2,125.89,0.086,0.21,0.617,0.157,0.551,Road Block,90,P1 Emergency,Emergency clearing crew
CP-01654,Concept Art upload,concept art image captured at Whitefield during night. Non-civic content without a public infrastructure problem.,Whitefield,night,0.74,3.66,8,1,154.16,0.362,0.316,0.085,0.094,0.298,Unsupported,25,P4 Low,Manual review
CP-01655,Sewage Overflow near Richmond Road,sewage overflow reported at Richmond Road during morning. accident risk needs attention from city staff.,Richmond Road,morning,0.67,0.48,65,5,155.98,0.197,0.139,0.228,0.19,0.581,Water Leak,78,P1 Emergency,Drainage crew
CP-01656,Construction Debris near Richmond Road,construction debris reported at Richmond Road during evening. children school needs attention from city staff.,Richmond Road,evening,0.81,0.54,1,6,32.32,0.668,0.12,0.046,0.492,0.136,Road Block,100,P1 Emergency,Emergency clearing crew
CP-01657,Garbage near MG Road,garbage reported at MG Road during night. elderly accident risk needs attention from city staff.,MG Road,night,0.85,0.53,54,6,52.35,0.111,0.071,0.566,0.316,0.058,Garbage,97,P1 Emergency,Sanitation team
CP-01658,Water Filled Hole near Jayanagar,water filled hole reported at Jayanagar during evening. dangerous main road elderly needs attention from city staff.,Jayanagar,evening,0.75,1.43,33,8,105.08,0.457,0.155,0.618,0.389,0.262,Pothole,100,P1 Emergency,Roads team
CP-01659,Flooding near Indiranagar,flooding reported at Indiranagar during morning. night children main road accident risk needs attention from city staff.,Indiranagar,morning,0.95,3.35,70,3,124.03,0.463,0.261,0.434,0.194,0.799,Water Leak,100,P1 Emergency,Drainage crew
CP-01660,Dumped Bags near Whitefield,dumped bags reported at Whitefield during night. traffic jam night needs attention from city staff.,Whitefield,night,0.75,0.29,84,8,167.75,0.355,0.201,0.589,0.58,0.428,Garbage,100,P1 Emergency,Waste collection crew
CP-01661,Wallpaper Art upload,wallpaper art image captured at Ulsoor during night. Non-civic content without a public infrastructure problem.,Ulsoor,night,0.57,1.98,10,0,156.2,0.333,0.394,0.11,0.05,0.175,Unsupported,26,P4 Low,Manual review
CP-01662,Concept Art upload,concept art image captured at Jayanagar during morning. Non-civic content without a public infrastructure problem.,Jayanagar,morning,0.76,2.14,12,1,149.22,0.388,0.533,0.118,0.13,0.217,Unsupported,23,P4 Low,Manual review
CP-01663,Street Light near Indiranagar,street light reported at Indiranagar during morning. school needs attention from city staff.,Indiranagar,morning,0.54,1.52,28,3,31.76,0.908,0.118,0.349,0.173,0.518,Broken Light,77,P2 High,Electrical team
